Handle,Identifier_other,Coll_name
2027.42/120116,9811_0001_0873,"Duderstadt, James J."
2027.42/120078,9811_0001_0835,"Duderstadt, James J."
2027.42/120130,9811_0001_0887,"Duderstadt, James J."
2027.42/120123,9811_0001_0880,"Duderstadt, James J."
2027.42/120111,9811_0001_0868,"Duderstadt, James J."
2027.42/120120,9811_0001_0877,"Duderstadt, James J."
2027.42/120125,9811_0001_0882,"Duderstadt, James J."
2027.42/120127,9811_0001_0884,"Duderstadt, James J."
2027.42/120122,9811_0001_0879,"Duderstadt, James J."
2027.42/120067,9811_0001_0824,"Duderstadt, James J."
2027.42/120129,9811_0001_0886,"Duderstadt, James J."
2027.42/120132,9811_0001_0889,"Duderstadt, James J."
2027.42/120131,9811_0001_0888,"Duderstadt, James J."
2027.42/120103,9811_0001_0860,"Duderstadt, James J."
2027.42/120124,9811_0001_0881,"Duderstadt, James J."
2027.42/120133,9811_0001_0890,"Duderstadt, James J."
2027.42/120054,9811_0001_0811,"Duderstadt, James J."
2027.42/120134,9811_0001_0891,"Duderstadt, James J."
2027.42/120135,9811_0001_0892,"Duderstadt, James J."
2027.42/120136,9811_0001_0893,"Duderstadt, James J."
2027.42/120137,9811_0001_0894,"Duderstadt, James J."
2027.42/120138,9811_0001_0895,"Duderstadt, James J."
2027.42/120139,9811_0001_0896,"Duderstadt, James J."
2027.42/120140,9811_0001_0897,"Duderstadt, James J."
2027.42/120141,9811_0001_0898,"Duderstadt, James J."
2027.42/120142,9811_0001_0899,"Duderstadt, James J."
2027.42/120143,9811_0001_0900,"Duderstadt, James J."
2027.42/120144,9811_0001_0901,"Duderstadt, James J."
2027.42/120145,9811_0001_0902,"Duderstadt, James J."
2027.42/120061,9811_0001_0818,"Duderstadt, James J."
2027.42/120073,9811_0001_0830,"Duderstadt, James J."
2027.42/120092,9811_0001_0849,"Duderstadt, James J."
2027.42/120083,9811_0001_0840,"Duderstadt, James J."
2027.42/120114,9811_0001_0871,"Duderstadt, James J."
2027.42/120126,9811_0001_0883,"Duderstadt, James J."
2027.42/120055,9811_0001_0812,"Duderstadt, James J."
2027.42/120088,9811_0001_0845,"Duderstadt, James J."
2027.42/120176,9811_0001_0933,"Duderstadt, James J."
2027.42/120161,9811_0001_0918,"Duderstadt, James J."
2027.42/120172,9811_0001_0929,"Duderstadt, James J."
2027.42/120189,9811_0001_0946,"Duderstadt, James J."
2027.42/120181,9811_0001_0938,"Duderstadt, James J."
2027.42/120149,9811_0001_0906,"Duderstadt, James J."
2027.42/120162,9811_0001_0919,"Duderstadt, James J."
2027.42/120156,9811_0001_0913,"Duderstadt, James J."
2027.42/120199,9811_0001_0956,"Duderstadt, James J."
2027.42/120177,9811_0001_0934,"Duderstadt, James J."
2027.42/120150,9811_0001_0907,"Duderstadt, James J."
2027.42/120173,9811_0001_0930,"Duderstadt, James J."
2027.42/120157,9811_0001_0914,"Duderstadt, James J."
2027.42/120163,9811_0001_0920,"Duderstadt, James J."
2027.42/120168,9811_0001_0925,"Duderstadt, James J."
2027.42/120151,9811_0001_0908,"Duderstadt, James J."
2027.42/120209,9811_0001_0969,"Duderstadt, James J."
2027.42/120186,9811_0001_0943,"Duderstadt, James J."
2027.42/120182,9811_0001_0939,"Duderstadt, James J."
2027.42/120193,9811_0001_0950,"Duderstadt, James J."
2027.42/120152,9811_0001_0909,"Duderstadt, James J."
2027.42/120164,9811_0001_0921,"Duderstadt, James J."
2027.42/120169,9811_0001_0926,"Duderstadt, James J."
2027.42/120158,9811_0001_0915,"Duderstadt, James J."
2027.42/120178,9811_0001_0935,"Duderstadt, James J."
2027.42/120159,9811_0001_0916,"Duderstadt, James J."
2027.42/120153,9811_0001_0910,"Duderstadt, James J."
2027.42/120174,9811_0001_0931,"Duderstadt, James J."
2027.42/120220,9811_0001_0980,"Duderstadt, James J."
2027.42/120202,9811_0001_0959,"Duderstadt, James J."
2027.42/120190,9811_0001_0947,"Duderstadt, James J."
2027.42/120197,9811_0001_0954,"Duderstadt, James J."
2027.42/120170,9811_0001_0927,"Duderstadt, James J."
2027.42/120165,9811_0001_0922,"Duderstadt, James J."
2027.42/120187,9811_0001_0944,"Duderstadt, James J."
2027.42/120179,9811_0001_0936,"Duderstadt, James J."
2027.42/120175,9811_0001_0932,"Duderstadt, James J."
2027.42/120183,9811_0001_0940,"Duderstadt, James J."
2027.42/120211,9811_0001_0971,"Duderstadt, James J."
2027.42/120194,9811_0001_0951,"Duderstadt, James J."
2027.42/120205,9811_0001_0965,"Duderstadt, James J."
2027.42/120191,9811_0001_0948,"Duderstadt, James J."
2027.42/120184,9811_0001_0941,"Duderstadt, James J."
2027.42/120200,9811_0001_0957,"Duderstadt, James J."
2027.42/120180,9811_0001_0937,"Duderstadt, James J."
2027.42/120188,9811_0001_0945,"Duderstadt, James J."
2027.42/120198,9811_0001_0955,"Duderstadt, James J."
2027.42/120213,9811_0001_0973,"Duderstadt, James J."
2027.42/120195,9811_0001_0952,"Duderstadt, James J."
2027.42/120208,9811_0001_0968,"Duderstadt, James J."
2027.42/120146,9811_0001_0903,"Duderstadt, James J."
2027.42/120203,9811_0001_0960,"Duderstadt, James J."
2027.42/120192,9811_0001_0949,"Duderstadt, James J."
2027.42/120222,9811_0001_0982,"Duderstadt, James J."
2027.42/120201,9811_0001_0958,"Duderstadt, James J."
2027.42/120206,9811_0001_0966,"Duderstadt, James J."
2027.42/120215,9811_0001_0975,"Duderstadt, James J."
2027.42/120210,9811_0001_0970,"Duderstadt, James J."
2027.42/120171,9811_0001_0928,"Duderstadt, James J."
2027.42/120204,9811_0001_0964,"Duderstadt, James J."
2027.42/120212,9811_0001_0972,"Duderstadt, James J."
2027.42/120217,9811_0001_0977,"Duderstadt, James J."
2027.42/120224,9811_0001_0984,"Duderstadt, James J."
2027.42/120160,9811_0001_0917,"Duderstadt, James J."
2027.42/120219,9811_0001_0979,"Duderstadt, James J."
2027.42/120214,9811_0001_0974,"Duderstadt, James J."
2027.42/120221,9811_0001_0981,"Duderstadt, James J."
2027.42/120223,9811_0001_0983,"Duderstadt, James J."
2027.42/120216,9811_0001_0976,"Duderstadt, James J."
2027.42/120218,9811_0001_0978,"Duderstadt, James J."
2027.42/120225,9811_0001_0985,"Duderstadt, James J."
2027.42/120167,9811_0001_0924,"Duderstadt, James J."
2027.42/120226,9811_0001_0986,"Duderstadt, James J."
2027.42/120227,9811_0001_0987,"Duderstadt, James J."
2027.42/120228,9811_0001_0988,"Duderstadt, James J."
2027.42/120229,9811_0001_0989,"Duderstadt, James J."
2027.42/120230,9811_0001_0990,"Duderstadt, James J."
2027.42/120231,9811_0001_0991,"Duderstadt, James J."
2027.42/120232,9811_0001_0992,"Duderstadt, James J."
2027.42/120233,9811_0001_0993,"Duderstadt, James J."
2027.42/120234,9811_0001_0994,"Duderstadt, James J."
2027.42/120235,9811_0001_0995,"Duderstadt, James J."
2027.42/120236,9811_0001_0996,"Duderstadt, James J."
2027.42/120237,9811_0001_0997,"Duderstadt, James J."
2027.42/120238,9811_0001_0998,"Duderstadt, James J."
2027.42/120196,9811_0001_0953,"Duderstadt, James J."
2027.42/120185,9811_0001_0942,"Duderstadt, James J."
2027.42/120154,9811_0001_0911,"Duderstadt, James J."
2027.42/120147,9811_0001_0904,"Duderstadt, James J."
2027.42/120166,9811_0001_0923,"Duderstadt, James J."
2027.42/120207,9811_0001_0967,"Duderstadt, James J."
2027.42/120148,9811_0001_0905,"Duderstadt, James J."
2027.42/120155,9811_0001_0912,"Duderstadt, James J."
2027.42/120239,9811_0001_0999,"Duderstadt, James J."
2027.42/120421,9811_0005_0004,"Duderstadt, James J."
2027.42/120422,9811_0005_0005,"Duderstadt, James J."
2027.42/120423,9811_0005_0006,"Duderstadt, James J."
2027.42/120418,9811_0005_0001,"Duderstadt, James J."
2027.42/120419,9811_0005_0002,"Duderstadt, James J."
2027.42/120420,9811_0005_0003,"Duderstadt, James J."
2027.42/120424,9811_0005_0007,"Duderstadt, James J."
2027.42/120425,9811_0005_0008,"Duderstadt, James J."
2027.42/120426,9811_0005_0009,"Duderstadt, James J."
2027.42/120427,9811_0005_0010,"Duderstadt, James J."
2027.42/120428,9811_0005_0011,"Duderstadt, James J."
2027.42/120429,9811_0005_0012,"Duderstadt, James J."
2027.42/120430,9811_0005_0013,"Duderstadt, James J."
2027.42/120925,9811_0006_0005,"Duderstadt, James J."
2027.42/120923,9811_0006_0003,"Duderstadt, James J."
2027.42/120929,9811_0006_0009,"Duderstadt, James J."
2027.42/120930,9811_0006_0010,"Duderstadt, James J."
2027.42/120931,9811_0006_0011,"Duderstadt, James J."
2027.42/120921,9811_0006_0001,"Duderstadt, James J."
2027.42/120933,9811_0006_0013,"Duderstadt, James J."
2027.42/120924,9811_0006_0004,"Duderstadt, James J."
2027.42/120932,9811_0006_0012,"Duderstadt, James J."
2027.42/120922,9811_0006_0002,"Duderstadt, James J."
2027.42/120926,9811_0006_0006,"Duderstadt, James J."
2027.42/120927,9811_0006_0007,"Duderstadt, James J."
2027.42/120935,9811_0006_0015,"Duderstadt, James J."
2027.42/120934,9811_0006_0014,"Duderstadt, James J."
2027.42/120928,9811_0006_0008,"Duderstadt, James J."
2027.42/120936,9811_0006_0016,"Duderstadt, James J."
2027.42/101889,2013152_0001_0002,Hugh Acton Papers
2027.42/101888,2013152_0001_0001,Hugh Acton Papers
2027.42/99578,2013093_0001,"Friedrich Schmid Church Records, 1833-1875"
2027.42/99574,2013093_0001,"Friedrich Schmid Church Records, 1833-1875"
2027.42/99579,,"Friedrich Schmid Church Records, 1833-1875"
2027.42/99575,,"Friedrich Schmid Church Records, 1833-1875"
2027.42/99576,2013093_0001,"Friedrich Schmid Church Records, 1833-1875"
2027.42/99581,,"Friedrich Schmid Church Records, 1833-1875"
2027.42/121367,851510-SR-3-1-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121368,851510-SR-4-1-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121364,851510-SR-14-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121365,851510-SR-15-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121366,851510-SR-2-1-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121359,851510-SR-1-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121360,851510-SR-10-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121361,851510-SR-11-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121362,851510-SR-12-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121363,851510-SR-13-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121369,851510-SR-5-1-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121370,851510-SR-6-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121371,851510-SR-7-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121372,851510-SR-8-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/121373,851510-SR-9-1,"Alternative Perspectives on Vietnam Records and Sound Recordings, 1965-1966"
2027.42/86082,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/98989,87235_0001,Law School (University of Michigan) Records and Publications
2027.42/86081,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86085,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86083,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/98990,87235_0001,Law School (University of Michigan) Records and Publications
2027.42/98991,87235_0001,Law School (University of Michigan) Records and Publications
2027.42/86086,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86084,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/98992,87235_0001,Law School (University of Michigan) Records and Publications
2027.42/86088,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86089,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86087,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86090,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/86080,9784_0001,Law School (University of Michigan) Records and Publications
2027.42/121325,851100-SR-1-1,Detroit Urban League Records
2027.42/121326,851100-SR-12-1,Detroit Urban League Records
2027.42/121327,851100-SR-17-1,Detroit Urban League Records
2027.42/121328,851100-SR-20-1,Detroit Urban League Records
2027.42/121329,851100-SR-21-1,Detroit Urban League Records
2027.42/121330,851100-SR-3-1,Detroit Urban League Records
2027.42/121332,851100-SR-9-1,Detroit Urban League Records
2027.42/121331,851100-SR-4-1,Detroit Urban League Records
2027.42/109709,85807_0001_0001,Don Binkowski papers
2027.42/115467,9530_0001_0001,Society of American Archivists Student Chapter (University of Michigan) Records
2027.42/122051,852228-SR-12-1,Lenore LaFount Romney Papers
2027.42/122052,852228-SR-16-1,Lenore LaFount Romney Papers
2027.42/122049,852228-SR-10-1,Lenore LaFount Romney Papers
2027.42/122053,852228-SR-19-1,Lenore LaFount Romney Papers
2027.42/122056,852228-SR-22-1,Lenore LaFount Romney Papers
2027.42/122054,852228-SR-2-1,Lenore LaFount Romney Papers
2027.42/122050,852228-SR-11-1,Lenore LaFount Romney Papers
2027.42/122055,852228-SR-20-1,Lenore LaFount Romney Papers
2027.42/122057,852228-SR-3-1,Lenore LaFount Romney Papers
2027.42/122058,852228-SR-4-1,Lenore LaFount Romney Papers
2027.42/117612,861154_0005_0002,Band (University of Michigan) Records
2027.42/117607,861154_0001_0006,Band (University of Michigan) Records
2027.42/117608,861154_0001_0007,Band (University of Michigan) Records
2027.42/117613,861154_0004_0001,Band (University of Michigan) Records
2027.42/117609,861154_0001_0008,Band (University of Michigan) Records
2027.42/117603,861154_0001_0001,Band (University of Michigan) Records
2027.42/117614,861154_0004_0002,Band (University of Michigan) Records
2027.42/117610,861154_0003_0001,Band (University of Michigan) Records
2027.42/117604,861154_0001_0002,Band (University of Michigan) Records
2027.42/117615,861154_0001_0003,Band (University of Michigan) Records
2027.42/117605,861154_0001_0004,Band (University of Michigan) Records
2027.42/117611,861154_0005_0001,Band (University of Michigan) Records
2027.42/117606,861154_0001_0005,Band (University of Michigan) Records
2027.42/98966,02104_0001,M-Pathways Project (University of Michigan) Records
2027.42/98967,02104_0001,M-Pathways Project (University of Michigan) Records
2027.42/99108,87253_0003,Medical School (University of Michigan) Records and Publications
2027.42/99113,87253_0003,Medical School (University of Michigan) Records and Publications
2027.42/99112,87253_0003,Medical School (University of Michigan) Records and Publications
2027.42/99109,87253_0003,Medical School (University of Michigan) Records and Publications
2027.42/90847,87253_0001,Medical School (University of Michigan) Records and Publications
2027.42/119129,87253_0005_0003,Medical School (University of Michigan) Records and Publications
2027.42/119127,87253_0005_0001,Medical School (University of Michigan) Records and Publications
2027.42/119131,87253_0005_0005,Medical School (University of Michigan) Records and Publications
2027.42/119132,87253_0005_0006,Medical School (University of Michigan) Records and Publications
2027.42/119130,87253_0005_0004,Medical School (University of Michigan) Records and Publications
2027.42/119128,87253_0005_0002,Medical School (University of Michigan) Records and Publications
2027.42/120446,87253_0004_0005,Medical School (University of Michigan) Records and Publications
2027.42/120447,87253_0004_0006,Medical School (University of Michigan) Records and Publications
2027.42/120442,87253_0004_0001,Medical School (University of Michigan) Records and Publications
2027.42/120443,87253_0004_0002,Medical School (University of Michigan) Records and Publications
2027.42/120444,87253_0004_0003,Medical School (University of Michigan) Records and Publications
2027.42/120445,87253_0004_0004,Medical School (University of Michigan) Records and Publications
2027.42/122784,87253_0002_0001,Medical School (University of Michigan) Records and Publications
2027.42/122274,93268-SR-5-1,Frederick E. Moncrieff Papers
2027.42/122270,93268-SR-1-1,Frederick E. Moncrieff Papers
2027.42/122271,93268-SR-2-1,Frederick E. Moncrieff Papers
2027.42/122275,93268-SR-6-1,Frederick E. Moncrieff Papers
2027.42/122272,93268-SR-3-1,Frederick E. Moncrieff Papers
2027.42/122273,93268-SR-4-1,Frederick E. Moncrieff Papers
2027.42/120914,90136_0001_0001,Cultural Awareness and Diversity Education  (University of Michigan) Records
2027.42/120915,90136_0001_0002,Cultural Awareness and Diversity Education  (University of Michigan) Records
2027.42/120916,90136_0001_0003,Cultural Awareness and Diversity Education  (University of Michigan) Records
2027.42/107687,2010015_0001_0004,Ana Luisa Cardona Papers
2027.42/107685,2010015_0001_0002,Ana Luisa Cardona Papers
2027.42/107684,2010015_0001_0001,Ana Luisa Cardona Papers
2027.42/107686,2010015_0001_0003,Ana Luisa Cardona Papers
2027.42/107688,2010015_0001_0005,Ana Luisa Cardona Papers
2027.42/110901,2012087_0002_0002,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110903,2012087_0002_0004,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110904,2012087_0002_0005,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110900,2012087_0002_0001,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110898,2012087_0001_0002,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110902,2012087_0002_0003,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110897,2012087_0001_0001,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/110899,2012087_0001_0003,Symphony Band (University of Michigan) 1961 Tour Collection
2027.42/122191,86314-SR-1-1,Hilary Whittaker Papers
2027.42/110290,0360_0001_0017,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110284,0360_0001_0011,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110294,0360_0001_0003,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110283,0360_0001_0010,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110289,0360_0001_0016,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110285,0360_0001_0012,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110293,0360_0001_0002,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110295,0360_0001_0004,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110287,0360_0001_0014,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110288,0360_0001_0015,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110297,0360_0001_0006,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110296,0360_0001_0005,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110291,0360_0001_0018,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110298,0360_0001_0007,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110299,0360_0001_0008,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110292,0360_0001_0001,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110282,0360_0001_0009,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/110286,0360_0001_0013,Dept. of Psychiatry (University of Michigan) Records and Publications
2027.42/122025,851649-SR-3-1,Paul Blanshard Papers
